Date/Time,Temp_C,Rel Hum_%,Press_kPa,Temp_Change,Humidity_Change,Pressure_Change,Temp_Rolling_Mean,Humidity_Rolling_Mean,Pressure_Rolling_Mean,Temp_Rolling_Std,Humidity_Rolling_Std,Pressure_Rolling_Std,Anomaly_Score,ML_Anomaly
2012-08-03 17:00:00,28.0,48,101.14,-0.8999999999999986,3.0,0.0400000000000062,27.18,53.8,101.027,1.5746604572266092,8.283853102404187,0.0929814796437304,0.12624170634373605,0
2012-08-03 18:00:00,27.2,51,101.18,-0.8000000000000007,3.0,0.0400000000000062,27.49,51.8,101.058,1.1483805021748208,5.672545969647674,0.0862554346183958,0.12702054666954465,0
2012-08-03 19:00:00,25.5,54,101.24,-1.6999999999999993,3.0,0.059999999999988,27.48,51.0,101.091,1.16695234597446,4.521553322082175,0.0864677203810897,0.11289786126920998,0
2012-08-03 20:00:00,23.9,60,101.31,-1.6000000000000014,6.0,0.0700000000000073,27.27,51.0,101.127,1.5790644206117723,4.521553322082175,0.0956904732349729,0.1121421620918912,0
2012-08-03 21:00:00,22.0,68,101.39,-1.8999999999999984,8.0,0.0799999999999983,26.76,52.3,101.167,2.2993718949114625,6.992853494818015,0.1139249265533664,0.1097663795761053,0
2012-08-03 22:00:00,23.3,61,101.42,1.3000000000000007,-7.0,0.0300000000000011,26.380000000000003,53.1,101.206,2.538503496156283,7.519604008485644,0.1277323590829318,0.11901169006383999,0
2012-08-03 23:00:00,23.1,61,101.49,-0.1999999999999993,0.0,0.0699999999999931,25.87,54.3,101.248,2.642410515671453,7.746683878350828,0.1458157132259551,0.13647010097504392,0
2012-08-04 00:00:00,21.3,69,101.51,-1.8000000000000007,8.0,0.0200000000000102,25.24,56.4,101.28900000000002,2.9205022399120266,8.64355893779302,0.1568049035559329,0.11605214597436075,0
2012-08-04 01:00:00,22.3,64,101.55,1.0,-5.0,0.039999999999992,24.55,58.1,101.333,2.6866956160553914,8.252272414310577,0.1626208952041586,0.12423303630541738,0
2012-08-04 02:00:00,22.0,64,101.59,-0.3000000000000007,0.0,0.0400000000000062,23.86,60.0,101.382,2.304199065474021,6.992058987800452,0.1583806946756266,0.15313632106863334,0
2012-08-04 03:00:00,21.8,64,101.61,-0.1999999999999993,0.0,0.019999999999996,23.24,61.6,101.429,1.8572380927957075,5.64111888034769,0.1479827317304944,0.15888438886230388,0
2012-08-04 04:00:00,22.1,61,101.62,0.3000000000000007,-3.0,0.0100000000000051,22.73,62.6,101.473,1.2499333315547283,4.273952113285794,0.1300470000568729,0.15702170945452693,0
2012-08-04 05:00:00,21.3,64,101.65,-0.8000000000000007,3.0,0.0300000000000011,22.31,63.6,101.514,0.8608135686652606,3.0258148581083866,0.1117735806661831,0.14880807197587298,0
2012-08-04 06:00:00,20.2,77,101.67,-1.1000000000000014,13.0,0.019999999999996,21.94,65.3,101.55,0.8959166627900922,4.945255863506993,0.0955684745874497,0.11235114073714164,0
2012-08-04 07:00:00,21.8,67,101.75,1.6000000000000014,-10.0,0.0799999999999983,21.92,65.2,101.586,0.896660470857432,4.894441291460165,0.0964019363654273,0.10278890996943363,0
