Date/Time,Temp_C,Rel Hum_%,Press_kPa,Hour,Day,Month,DayOfWeek,IsWeekend,Temp_Change,Humidity_Change,Pressure_Change,Temp_Rolling_Mean,Humidity_Rolling_Mean,Pressure_Rolling_Mean,Temp_Rolling_Std,Humidity_Rolling_Std,Pressure_Rolling_Std
2012-01-02 05:00:00,2.6,70,99.21,5,2,1,0,0,-0.2999999999999998,1.0,-0.05000000000001137,3.9800000000000004,76.3,99.30699999999999,0.9162726425881995,7.071853442423063,0.08340663442809162
2012-01-02 06:00:00,2.3,70,99.18,6,2,1,0,0,-0.30000000000000027,0.0,-0.029999999999986926,3.8899999999999997,74.6,99.275,1.0375719519896258,6.203941399536967,0.05892556509848725
2012-01-02 07:00:00,2.0,70,99.14,7,2,1,0,0,-0.2999999999999998,0.0,-0.04000000000000625,3.69,73.1,99.25,1.1948500603283545,5.130518708885298,0.057735026918556386
2012-01-02 08:00:00,1.9,68,99.14,8,2,1,0,0,-0.10000000000000009,-2.0,0.0,3.44,71.5,99.232,1.2877197762798502,3.628590176179524,0.06142746399849195
2012-01-02 09:00:00,1.8,67,99.14,9,2,1,0,0,-0.09999999999999987,-1.0,0.0,3.09,70.3,99.215,1.1985639555549632,2.7507574714370198,0.06096447052684662
2012-01-02 10:00:00,1.5,66,99.18,10,2,1,0,0,-0.30000000000000004,-1.0,0.04000000000000625,2.7199999999999998,69.2,99.207,1.034730238596838,1.813529401164713,0.059637795621724
2012-01-02 11:00:00,2.2,66,99.19,11,2,1,0,0,0.7000000000000002,0.0,0.009999999999990905,2.48,68.6,99.2,0.8024961059095563,1.776388345929892,0.056764621219329126
2012-01-02 12:00:00,1.7000000000000002,56,99.21,12,2,1,0,0,-0.5,-10.0,0.01999999999999602,2.2600000000000002,67.1,99.19500000000001,0.6586180818788525,4.201851443775185,0.052967495273110725
2012-01-02 13:00:00,1.1,57,99.27,13,2,1,0,0,-0.6000000000000001,1.0,0.060000000000002274,2.0,65.9,99.19200000000001,0.5270462766947297,5.195083145522216,0.04685675570829526
2012-01-02 14:00:00,1.1,56,99.33,14,2,1,0,0,0.0,-1.0,0.060000000000002274,1.8200000000000003,64.6,99.199,0.4917090377222863,5.910442735813746,0.06118278624976747
2012-01-02 15:00:00,0.0,59,99.41,15,2,1,0,0,-1.1,3.0,0.0799999999999983,1.56,63.5,99.21900000000001,0.6834552736727612,5.816642788871731,0.09073159439894306
2012-01-02 16:00:00,-0.7000000000000001,55,99.5,16,2,1,0,0,-0.7000000000000001,-4.0,0.09000000000000341,1.26,62.0,99.251,0.9347608131376571,5.887840577551917,0.12529520696675694
2012-01-02 17:00:00,-2.1,57,99.66,17,2,1,0,0,-1.4,2.0,0.1599999999999966,0.85,60.7,99.303,1.371333495381612,5.3343748982946275,0.1729515025149495
2012-01-02 18:00:00,-4.1,57,99.86,18,2,1,0,0,-1.9999999999999996,0.0,0.20000000000000284,0.2500000000000001,59.6,99.375,2.020038503483423,4.765617600176437,0.2359496179742259
2012-01-02 19:00:00,-4.8,57,100.0,19,2,1,0,0,-0.7000000000000002,0.0,0.14000000000000057,-0.40999999999999986,58.6,99.461,2.482583779497121,4.033195589934489,0.29106891127545337
2012-01-02 20:00:00,-5.6,54,100.07,20,2,1,0,0,-0.7999999999999998,-3.0,0.06999999999999318,-1.1199999999999999,57.4,99.55,2.861934077973609,3.306559138036656,0.32917405055005233
2012-01-02 21:00:00,-5.8,58,100.15,21,2,1,0,0,-0.20000000000000018,4.0,0.0800000000000125,-1.9199999999999995,56.6,99.646,2.947616739748305,1.4298407059686216,0.3517322213780487
2012-01-02 22:00:00,-7.0,54,100.26,22,2,1,0,0,-1.2000000000000002,-4.0,0.10999999999999943,-2.79,56.4,99.751,3.0428239807418627,1.6465452046972529,0.3636374873719878
2012-01-02 23:00:00,-7.4,59,100.27,23,2,1,0,0,-0.40000000000000036,5.0,0.009999999999990905,-3.6399999999999997,56.6,99.851,3.0225816779700057,1.8378731669454718,0.3540386042980791
2012-01-03 00:00:00,-9.0,57,100.35,0,3,1,1,0,-1.5999999999999996,-2.0,0.0799999999999983,-4.65,56.7,99.953,2.9492937007584215,1.828782229912802,0.33360155874936737
2012-01-03 01:00:00,-9.7,54,100.43,1,3,1,1,0,-0.6999999999999993,-3.0,0.0800000000000125,-5.62,56.2,100.05499999999999,2.8432375911977474,1.8135294011648404,0.3037268509697755
2012-01-03 02:00:00,-10.5,65,100.53,2,3,1,1,0,-0.8000000000000007,11.0,0.09999999999999432,-6.6,57.2,100.15799999999999,2.6407069760451085,3.2591750830881425,0.2670330815960642
2012-01-03 03:00:00,-11.3,54,100.61,3,3,1,1,0,-0.8000000000000007,-11.0,0.0799999999999983,-7.519999999999999,56.9,100.253,2.4974653818087846,3.4140233677518887,0.2375359621896462
2012-01-03 04:00:00,-12.6,53,100.68,4,3,1,1,0,-1.299999999999999,-1.0,0.07000000000000739,-8.370000000000001,56.5,100.33500000000001,2.646192232876005,3.628590176179597,0.22814469093106307
2012-01-03 05:00:00,-12.9,60,100.76,5,3,1,1,0,-0.3000000000000007,7.0,0.0799999999999983,-9.180000000000001,56.8,100.411,2.671578809118925,3.794733192202107,0.23072109184522618
2012-01-03 06:00:00,-13.3,61,100.85,6,3,1,1,0,-0.40000000000000036,1.0,0.0899999999999892,-9.95,57.5,100.489,2.6344934153562645,3.8658045015811124,0.23444734068780868
2012-01-03 07:00:00,-14.0,63,100.95,7,3,1,1,0,-0.6999999999999993,2.0,0.10000000000000853,-10.77,58.0,100.56899999999999,2.470290131408311,4.242640687119323,0.24227853575774894
2012-01-03 08:00:00,-14.8,58,101.07,8,3,1,1,0,-0.8000000000000007,-5.0,0.11999999999999034,-11.55,58.4,100.65,2.377323424918584,4.005551702879984,0.2620856518180988
